id,articleId,userId,vehicleId,publicationDate,brandId,modelId,generationId,likes,comments,engine,wheeldrive,transmission,about
45,0010548380130c11950fa0b415e8870184d,0531c9fb581d,000583010c190f0b1588014d,1409577275000,008,008001,008001001,0,0,,,,{1}
46,0010548380130c21920fd0b115b8850104d,0531c9fb581d,000583010c190f0b1588014d,1409591090000,008,008001,008001001,0,0,,,,{}
47,0010548380130c619f0fb0b815f8860184d,0531c9fb581d,000583010c190f0b1588014d,1409671729000,008,008001,008001001,0,0,,,,{}
48,0010548380130cb19c0f30ba1568890184d,0531c9fb581d,000583010c190f0b1588014d,1409751951000,008,008001,008001001,0,0,,,,{10}
49,0010548380130cc1940fe0b715188d0184d,0531c9fb581d,000583010c190f0b1588014d,1409761047000,008,008001,008001001,0,0,,,,{10}
50,0010548380130ce19d0f00b01548800184d,0531c9fb581d,000583010c190f0b1588014d,1409803093000,008,008001,008001001,0,0,,,,{10}
51,0010548380140c11930fd0b715188f0184d,0531c9fb581d,000583010c190f0b1588014d,1409843819000,008,008001,008001001,0,0,,,,{10}
52,0010548380140c519b0f50bc1578830104d,0531c9fb581d,000583010c190f0b1588014d,1409918814000,008,008001,008001001,0,0,,,,{}
53,0010548380140c71900f70b41598880184d,0531c9fb581d,000583010c190f0b1588014d,1409940933000,008,008001,008001001,0,0,,,,{}
54,0010548380140cf1950f30b21588870184d,0531c9fb581d,000583010c190f0b1588014d,1410080123000,008,008001,008001001,0,0,,,,{}
55,0010548380150c319a0f20be15e88e0104d,0531c9fb581d,000583010c190f0b1588014d,1410152460000,008,008001,008001001,0,0,,,,{}
56,0010548380150c419e0f30ba15c8840104d,0531c9fb581d,000583010c190f0b1588014d,1410173480000,008,008001,008001001,0,0,,,,{1}
57,0010548380150c61930f40ba15988c0184d,0531c9fb581d,000583010c190f0b1588014d,1410195565000,008,008001,008001001,0,0,,,,{1}
58,0010548380150ca19f0f90bb15f8870104d,0531c9fb581d,000583010c190f0b1588014d,1410275590000,008,008001,008001001,0,0,,,,{}
59,0010548380170c419f0fa0b51558860104d,0531c9fb581d,000583010c190f0b1588014d,1410711836000,008,008001,008001001,0,0,,,,{7}
60,0010548380170c51920f70be1558870104d,0531c9fb581d,000583010c190f0b1588014d,1410714822000,008,008001,008001001,0,0,,,,{}
61,0010548380170c71990ff0be15a8850104d,0531c9fb581d,000583010c190f0b1588014d,1410756242000,008,008001,008001001,0,0,,,,{1}
62,0010548380170c91940ff0be15f88f0184d,0531c9fb581d,000583010c190f0b1588014d,1410784555000,008,008001,008001001,0,0,,,,{1}
63,0010548380170cf1940ff0bc15788c0104d,0531c9fb581d,000583010c190f0b1588014d,1410885208000,008,008001,008001001,0,0,,,,{}
64,0010548380190c319f0f70b41558860184d,0531c9fb581d,000583010c190f0b1588014d,1411231729000,008,008001,008001001,0,0,,,,{7}
65,00105483801b0c619e0fd0b915a8890104d,0531c9fb581d,000583010c190f0b1588014d,1411818298000,008,008001,008001001,0,0,,,,{5}
66,00105483801b0cc19f0fd0b515088d0184d,0531c9fb581d,000583010c190f0b1588014d,1411919991000,008,008001,008001001,0,0,,,,{}
67,00105483801c0c719e0f70b415688c0104d,0531c9fb581d,000583010c190f0b1588014d,1412103096000,008,008001,008001001,0,0,,,,{14}
68,00105483801f0c11910fb0b515b8850184d,0531c9fb581d,000583010c190f0b1588014d,1412794375000,008,008001,008001001,0,0,,,,{3}
69,00105483801f0ca19e0fe0b515b8830104d,0531c9fb581d,000583010c190f0b1588014d,1412959198000,008,008001,008001001,0,0,,,,{3}
70,0010548390110c01940f80b615b88b0104d,0531c9fb581d,000583010c190f0b1588014d,1413317422000,008,008001,008001001,0,0,,,,{7}
71,0010548390110c81940f70b415b88b0104d,0531c9fb581d,000583010c190f0b1588014d,1413451566000,008,008001,008001001,0,0,,,,{3}
72,0010548390120c119c0fa0bd15f8880104d,0531c9fb581d,000583010c190f0b1588014d,1413611184000,008,008001,008001001,0,0,,,,{3}
73,0010548390120c41920f90b715488a0184d,0531c9fb581d,000583010c190f0b1588014d,1413650937000,008,008001,008001001,0,0,,,,{}
74,0010548390120c819c0f10b11598880104d,0531c9fb581d,000583010c190f0b1588014d,1413727984000,008,008001,008001001,0,0,,,,{}
75,0010548390120cc1950f30b415488d0184d,0531c9fb581d,000583010c190f0b1588014d,1413787895000,008,008001,008001001,0,0,,,,{1}
76,0010548390130c019d0fd0b315588e0104d,0531c9fb581d,000583010c190f0b1588014d,1413864044000,008,008001,008001001,0,0,,,,{}
77,0010548390130cd1950fe0bc1578870104d,0531c9fb581d,000583010c190f0b1588014d,1414073862000,008,008001,008001001,0,0,,,,{1}
78,0010548390140cd1930f70ba1568800184d,0531c9fb581d,000583010c190f0b1588014d,1414339733000,008,008001,008001001,0,0,,,,{}
79,0010548390150c219a0f50bc15c88f0104d,0531c9fb581d,000583010c190f0b1588014d,1414430838000,008,008001,008001001,0,0,,,,{}
80,0010548390150c61940ff0be15d8810184d,0531c9fb581d,000583010c190f0b1588014d,1414492319000,008,008001,008001001,0,0,,,,{}
81,0010548390150ca19a0fd0b91528840184d,0531c9fb581d,000583010c190f0b1588014d,1414565565000,008,008001,008001001,0,0,,,,{3}
82,0010548390160c419b0f20bb1568810104d,0531c9fb581d,000583010c190f0b1588014d,1414733674000,008,008001,008001001,0,0,,,,{8}
83,0010548390170c91990f50b415888b0184d,0531c9fb581d,000583010c190f0b1588014d,1415084067000,008,008001,008001001,0,0,,,,{3}
84,0010548390170ce1990fe0b515488d0104d,0531c9fb581d,000583010c190f0b1588014d,1415168546000,008,008001,008001001,0,0,,,,{1}
85,0010548390170cf19b0f50b415688f0184d,0531c9fb581d,000583010c190f0b1588014d,1415186827000,008,008001,008001001,0,0,,,,{1}
86,0010548390180c319d0fc0b215088d0104d,0531c9fb581d,000583010c190f0b1588014d,1415256482000,008,008001,008001001,0,0,,,,{14}
87,0010548390180c819c0f70b115d8890184d,0531c9fb581d,000583010c190f0b1588014d,1415338991000,008,008001,008001001,0,0,,,,{3}
88,0010548390180cb19f0fa0b215d8840184d,0531c9fb581d,000583010c190f0b1588014d,1415392669000,008,008001,008001001,0,0,,,,{3}
89,0010548390190ca1900f20b715e8810184d,0531c9fb581d,000583010c190f0b1588014d,1415628095000,008,008001,008001001,0,0,,,,{}
90,00105483901a0c91910f90bb15e8840184d,0531c9fb581d,000583010c190f0b1588014d,1415881277000,008,008001,008001001,0,0,,,,{3}
91,00105483901a0cd1910f00ba15288c0184d,0531c9fb581d,000583010c190f0b1588014d,1415947789000,008,008001,008001001,0,0,,,,{3}
92,00105483901b0c119e0fd0b615688f0104d,0531c9fb581d,000583010c190f0b1588014d,1416029366000,008,008001,008001001,0,0,,,,{3}
93,00105483901b0c719b0f20b615c8820104d,0531c9fb581d,000583010c190f0b1588014d,1416126164000,008,008001,008001001,0,0,,,,{3}
94,00105483901c0c61970ff0bf1558830184d,0531c9fb581d,000583010c190f0b1588014d,1416374515000,008,008001,008001001,0,0,,,,{}
95,00105483901c0c81990fc0b015e88d0184d,0531c9fb581d,000583010c190f0b1588014d,1416409911000,008,008001,008001001,0,0,,,,{}
96,00105483901c0c91960f40b915688c0184d,0531c9fb581d,000583010c190f0b1588014d,1416423053000,008,008001,008001001,0,0,,,,{14}
97,00105483901d0c11920f40b915c88f0104d,0531c9fb581d,000583010c190f0b1588014d,1416553078000,008,008001,008001001,0,0,,,,{1}
98,00105483901d0c61910fa0b915e8800184d,0531c9fb581d,000583010c190f0b1588014d,1416636309000,008,008001,008001001,0,0,,,,{3}
99,00105483901d0cb1980f20b31518850184d,0531c9fb581d,000583010c190f0b1588014d,1416726983000,008,008001,008001001,0,0,,,,{}
100,00105483901d0ce1930f00b115b8810184d,0531c9fb581d,000583010c190f0b1588014d,1416771935000,008,008001,008001001,0,0,,,,{7}
101,00105483a0100cf1900ff0b915c8860184d,0531c9fb581d,000583010c190f0b1588014d,1417591889000,008,008001,008001001,0,0,,,,{1}
102,00105483a0110c31980f10b915088d0104d,0531c9fb581d,000583010c190f0b1588014d,1417666466000,008,008001,008001001,0,0,,,,{1}
103,00105483a0110ce1980f70b015988b0104d,0531c9fb581d,000583010c190f0b1588014d,1417851374000,008,008001,008001001,0,0,,,,{14}
104,00105483a0120cb1950f20b615d88b0104d,0531c9fb581d,000583010c190f0b1588014d,1418066030000,008,008001,008001001,0,0,,,,{1}
105,00105483a0120ce19e0f40b01588880104d,0531c9fb581d,000583010c190f0b1588014d,1418125904000,008,008001,008001001,0,0,,,,{14}
106,00105483a0130cd1920fa0b915a88d0104d,0531c9fb581d,000583010c190f0b1588014d,1418365410000,008,008001,008001001,0,0,,,,{3}
107,00105483a0130ce1990f80b015188c0184d,0531c9fb581d,000583010c190f0b1588014d,1418389357000,008,008001,008001001,0,0,,,,{14}
108,00105483a0140c21970f90be1538860104d,0531c9fb581d,000583010c190f0b1588014d,1418454492000,008,008001,008001001,0,0,,,,{7}
109,00105483a0140c51930fb0be15588a0184d,0531c9fb581d,000583010c190f0b1588014d,1418500761000,008,008001,008001001,0,0,,,,{}
110,00105483a0150c11960fe0b01578840184d,0531c9fb581d,000583010c190f0b1588014d,1418705373000,008,008001,008001001,0,0,,,,{1}
111,00105483a0150cb19b0f00ba1598840104d,0531c9fb581d,000583010c190f0b1588014d,1418877512000,008,008001,008001001,0,0,,,,{}
112,00105483a0150cd19a0f50b215a8820184d,0531c9fb581d,000583010c190f0b1588014d,1418910313000,008,008001,008001001,0,0,,,,{14}
113,00105483a0180cc19f0ff0be1588800184d,0531c9fb581d,000583010c190f0b1588014d,1419704789000,008,008001,008001001,0,0,,,,{9}
114,00105483a0190c119f0f80b915888a0104d,0531c9fb581d,000583010c190f0b1588014d,1419788196000,008,008001,008001001,0,0,,,,{9}
115,00165473a0192c27900f70b305288e0180d,0531c9fb581d,006573012c790f0b0588010d,1419789153000,067,067027,067027000,0,0,,,1,{1}
116,00165473a0192c57970f70b80568830100d,0531c9fb581d,006573012c790f0b0588010d,1419846846000,067,067027,067027000,0,0,,,1,{}
117,00165473a01b2c379b0f70bf0588850100d,0531c9fb581d,006573012c790f0b0588010d,1420354386000,067,067027,067027000,0,0,,,1,{5}
118,00165473a01b2c379b0ff0b50578800180d,0531c9fb581d,006573012c790f0b0588010d,1420354869000,067,067027,067027000,0,0,,,1,{}
119,00165473a01b2c379c0f10be0538860100d,0531c9fb581d,006573012c790f0b0588010d,1420355036000,067,067027,067027000,0,0,,,1,{14}
120,00105483a01b0c319e0f40b71538800184d,0531c9fb581d,000583010c190f0b1588014d,1420357301000,008,008001,008001001,0,0,,,,{}
121,00165473a01c2c579a0f10b705a88f0100d,0531c9fb581d,006573012c790f0b0588010d,1420654902000,067,067027,067027000,0,0,,,1,{5}
122,00165473a01c2ce79c0fd0bc0578800100d,0531c9fb581d,006573012c790f0b0588010d,1420808800000,067,067027,067027000,0,0,,,1,{7}
123,00165473a01d2cc79c0fc0b405f88e0180d,0531c9fb581d,006573012c790f0b0588010d,1421043585000,067,067027,067027000,0,0,,,1,{}
124,00165473a01e2c679f0f90ba05488c0100d,0531c9fb581d,006573012c790f0b0588010d,1421214328000,067,067027,067027000,0,0,,,1,{1}
125,00165473a01e2cc7910fb0b005b8830180d,0531c9fb581d,006573012c790f0b0588010d,1421300403000,067,067027,067027000,0,0,,,1,{3}
126,00105483a01e0cf1930fe0b015988a0104d,0531c9fb581d,000583010c190f0b1588014d,1421353028000,008,008001,008001001,0,0,,,,{14}
127,00165473b0102c379c0fe0b505188e0100d,0531c9fb581d,006573012c790f0b0588010d,1421698028000,067,067027,067027000,0,0,,,1,{1}
128,00165473b0102c67910f30be05c8880100d,0531c9fb581d,006573012c790f0b0588010d,1421736144000,067,067027,067027000,0,0,,,1,{}
129,00105483b0100cc1940ff0b21538880104d,0531c9fb581d,000583010c190f0b1588014d,1421840688000,008,008001,008001001,0,0,,,,{9}
130,00165473b0112c57960f90b505288d0180d,0531c9fb581d,006573012c790f0b0588010d,1421993399000,067,067027,067027000,0,0,,,1,{3}
131,00165473b0122c479b0fa0b50588810180d,0531c9fb581d,006573012c790f0b0588010d,1422250367000,067,067027,067027000,0,0,,,1,{}
132,00105483b0120c51910f10b81588860184d,0531c9fb581d,000583010c190f0b1588014d,1422256081000,008,008001,008001001,0,0,,,,{}
133,00105483b0120c919a0f70b415888e0104d,0531c9fb581d,000583010c190f0b1588014d,1422333004000,008,008001,008001001,0,0,,,,{1}
134,00105483b0120ce19d0f50bb1538860104d,0531c9fb581d,000583010c190f0b1588014d,1422419932000,008,008001,008001001,0,0,,,,{9}
135,00105483b0130c11970f40b315788b0184d,0531c9fb581d,000583010c190f0b1588014d,1422463875000,008,008001,008001001,0,0,,,,{}
136,00165473b0132c47920f70b50558880100d,0531c9fb581d,006573012c790f0b0588010d,1422509168000,067,067027,067027000,0,0,,,1,{14}
137,00105483b0140ce19d0fc0bb15488b0104d,0531c9fb581d,000583010c190f0b1588014d,1422957262000,008,008001,008001001,0,0,,,,{}
138,00165473b0152ca7980f50b20588830180d,0531c9fb581d,006573012c790f0b0588010d,1423152851000,067,067027,067027000,0,0,,,1,{9}
139,00105483b0150ca1980f60bd15988d0104d,0531c9fb581d,000583010c190f0b1588014d,1423152962000,008,008001,008001001,0,0,,,,{9}
140,00105483b0160c31940f80b915088b0184d,0531c9fb581d,000583010c190f0b1588014d,1423299875000,008,008001,008001001,0,0,,,,{14}
141,00105483b0160ce1940f30b01558840184d,0531c9fb581d,000583010c190f0b1588014d,1423484061000,008,008001,008001001,0,0,,,,{}
142,00105483b0160cf19e0f10bb15d8840104d,0531c9fb581d,000583010c190f0b1588014d,1423511240000,008,008001,008001001,0,0,,,,{}
143,00165473b0182c77970fa0b705a88f0100d,0531c9fb581d,006573012c790f0b0588010d,1423907126000,067,067027,067027000,0,0,,,1,{14}
144,00105483b0180ce1970f60b715188b0104d,0531c9fb581d,000583010c190f0b1588014d,1424024302000,008,008001,008001001,0,0,,,,{}
145,00105483b01b0c51900f50bf15a88f0184d,0531c9fb581d,000583010c190f0b1588014d,1424671243000,008,008001,008001001,0,0,,,,{9}
146,00165473b01c2c47920f40bd0508890100d,0531c9fb581d,006573012c790f0b0588010d,1424924922000,067,067027,067027000,0,0,,,1,{}
147,00105483b01d0c91960f50b615188b0184d,0531c9fb581d,000583010c190f0b1588014d,1425281475000,008,008001,008001001,0,0,,,,{}
148,00105483b01d0ca1900fd0b015788b0104d,0531c9fb581d,000583010c190f0b1588014d,1425292462000,008,008001,008001001,0,0,,,,{}
149,00105483b01d0cb1930f40b31568810184d,0531c9fb581d,000583010c190f0b1588014d,1425311807000,008,008001,008001001,0,0,,,,{}
150,00165473b01e2c47900f70b305688c0180d,0531c9fb581d,006573012c790f0b0588010d,1425459853000,067,067027,067027000,0,0,,,1,{7}
151,00165473c0112c879b0f80b10578820100d,0531c9fb581d,006573012c790f0b0588010d,1426343860000,067,067027,067027000,0,0,,,1,{1}
152,00165473c0172c879d0f30b30598870180d,0531c9fb581d,006573012c790f0b0588010d,1427956251000,067,067027,067027000,0,0,,,1,{1}
153,00165473c0172ca7980fc0bb05888e0180d,0531c9fb581d,006573012c790f0b0588010d,1427985185000,067,067027,067027000,0,0,,,1,{7}
154,00165473c0182cf79f0fc0be0558890100d,0531c9fb581d,006573012c790f0b0588010d,1428344858000,067,067027,067027000,0,0,,,1,{2}
155,00165473c01a2c87950f00b605788c0100d,0531c9fb581d,006573012c790f0b0588010d,1428752984000,067,067027,067027000,0,0,,,1,{1}
156,00165473d0102ca7950fb0b905a8840180d,0531c9fb581d,006573012c790f0b0588010d,1430397885000,067,067027,067027000,0,0,,,1,{1}
157,00165473f0132ca7930f10bf0568840180d,0531c9fb581d,006573012c790f0b0588010d,1439790397000,067,067027,067027000,0,0,,,1,{7}
158,00165473f0172c97950fe0bb05c88c0100d,0531c9fb581d,006573012c790f0b0588010d,1440850296000,067,067027,067027000,0,0,,,1,{7}
159,00165473f0192c77990f00b20578830180d,0531c9fb581d,006573012c790f0b0588010d,1441356851000,067,067027,067027000,0,0,,,1,{3}
160,00165473f0192c97970f30bc05b88b0180d,0531c9fb581d,006573012c790f0b0588010d,1441388547000,067,067027,067027000,0,0,,,1,{1}
161,00105483f01b0c719d0f00b915f8870184d,0531c9fb581d,000583010c190f0b1588014d,1441897947000,008,008001,008001001,0,0,,,,{}
162,00165473f01c2c279a0fc0b305188c0180d,0531c9fb581d,006573012c790f0b0588010d,1442080109000,067,067027,067027000,0,0,,,1,{3}
163,0016557300152ca79d0f20bc0518880180d,0531c9fb581d,006573012c790f0b0588010d,1444632773000,067,067027,067027000,0,0,,,1,{}
164,0016557300152cc79d0f00b705d88b0180d,0531c9fb581d,006573012c790f0b0588010d,1444666179000,067,067027,067027000,0,0,,,1,{10}
165,0016557300162ca7920fa0b205388b0100d,0531c9fb581d,006573012c790f0b0588010d,1444890158000,067,067027,067027000,0,0,,,1,{3}
166,0016557300172c67910f90ba05688a0100d,0531c9fb581d,006573012c790f0b0588010d,1445090404000,067,067027,067027000,0,0,,,1,{1}
167,00105583001a0c219e0f50b315988d0184d,0531c9fb581d,000583010c190f0b1588014d,1445841943000,008,008001,008001001,0,0,,,,{7}
168,0016557310112c579c0f10ba05c88e0180d,0531c9fb581d,006573012c790f0b0588010d,1447768993000,067,067027,067027000,0,0,,,1,{9}
169,0010558310110c519c0f20b41518850184d,0531c9fb581d,000583010c190f0b1588014d,1447769031000,008,008001,008001001,0,0,,,,{9}
170,0016557310112ca79b0fb0bc05088f0180d,0531c9fb581d,006573012c790f0b0588010d,1447852491000,067,067027,067027000,0,0,,,1,{9}
171,1013554310126c57950fa0bf05a8810101d,0531c9fb581d,103543016c790f0b0588011d,1448030698000,134,134067,134067000,0,0,,,,{}
172,1013554310126ca7950f00bf0538850181d,0531c9fb581d,103543016c790f0b0588011d,1448113927000,134,134067,134067000,0,0,,,,{7}
173,0016557310132c17970f00b805b8830100d,0531c9fb581d,006573012c790f0b0588010d,1448233438000,067,067027,067027000,0,0,,,1,{}
174,1013554310146c579f0f60b90528870101d,0531c9fb581d,103543016c790f0b0588011d,1448577766000,134,134067,134067000,0,0,,,,{7}
175,10135543101a6c27940fd0ba0548800101d,0531c9fb581d,103543016c790f0b0588011d,1450126976000,134,134067,134067000,0,0,,,,{7}
176,10135543101a6c579a0f20b805b88c0101d,0531c9fb581d,103543016c790f0b0588011d,1450182872000,134,134067,134067000,0,0,,,,{7}
177,10135543101b6c47990f70b30548870181d,0531c9fb581d,103543016c790f0b0588011d,1450433787000,134,134067,134067000,0,0,,,,{}
178,10135543101c6c17920f70bb0528850181d,0531c9fb581d,103543016c790f0b0588011d,1450644583000,134,134067,134067000,0,0,,,,{7}
179,1013554320156c17990fa0b60598820101d,0531c9fb581d,103543016c790f0b0588011d,1453068020000,134,134067,134067000,0,0,,,,{}
180,1013554320156c57970f30b505d8890101d,0531c9fb581d,103543016c790f0b0588011d,1453132570000,134,134067,134067000,0,0,,,,{}
181,0010558370160ca19d0f40bd15e8870104d,0531c9fb581d,000583010c190f0b1588014d,1474966118000,008,008001,008001001,0,0,,,,{}
182,0017555380133c39950fc0b82508850102d,0531c9fb581d,007553013c990f0b2588012d,1478330450000,075,075039,075039002,0,0,,,,{}
183,0017555380133c39960f30b02588830102d,0531c9fb581d,007553013c990f0b2588012d,1478330878000,075,075039,075039002,0,0,,,,{7}
184,0017555380133c49930f00ba25488e0182d,0531c9fb581d,007553013c990f0b2588012d,1478344353000,075,075039,075039002,0,0,,,,{7}
185,0017555380133c499c0fa0b225588c0182d,0531c9fb581d,007553013c990f0b2588012d,1478354413000,075,075039,075039002,0,0,,,,{}
186,0010558380130c61950ff0b01528850104d,0531c9fb581d,000583010c190f0b1588014d,1478380946000,008,008001,008001001,0,0,,,,{}
187,00105583901d0c619b0fd0b915d88a0104d,0531c9fb581d,000583010c190f0b1588014d,1485366468000,008,008001,008001001,0,0,,,,{}
188,00105583901e0c71950fa0b315188c0184d,0531c9fb581d,000583010c190f0b1588014d,1485645165000,008,008001,008001001,0,0,,,,{}
189,00105583b01d0c31950f30b615a8850184d,0531c9fb581d,000583010c190f0b1588014d,1493899111000,008,008001,008001001,0,0,,,,{9}
190,00165573b01d2c37950f40b205188f0100d,0531c9fb581d,006573012c790f0b0588010d,1493899158000,067,067027,067027000,0,0,,,1,{9}
191,10135543b01d6c37950f40b905b8800181d,0531c9fb581d,103543016c790f0b0588011d,1493899189000,134,134067,134067000,0,0,,,,{9}
192,10115593b01d1c779b0f90bd1598880183d,0531c9fb581d,101593011c790f0b1588013d,1493972933000,119,119017,119017001,0,0,,,,{7}
193,10115593b01d1c97940f80bd15a8810103d,0531c9fb581d,101593011c790f0b1588013d,1493999082000,119,119017,119017001,0,0,,,,{}
194,10115593b01d1c979d0f10b31588830183d,0531c9fb581d,101593011c790f0b1588013d,1494008019000,119,119017,119017001,0,0,,,,{}
195,10115593b01d1c979d0f90b615d88c0183d,0531c9fb581d,101593011c790f0b1588013d,1494008557000,119,119017,119017001,0,0,,,,{2}
196,10115593b01d1cc7910ff0bd1538880183d,0531c9fb581d,101593011c790f0b1588013d,1494046725000,119,119017,119017001,0,0,,,,{13}
197,10115593b01d1cd79b0f00b315f8850183d,0531c9fb581d,101593011c790f0b1588013d,1494072967000,119,119017,119017001,0,0,,,,{7}
198,10115593b01e1c97960fe0bc1578830183d,0531c9fb581d,101593011c790f0b1588013d,1494270003000,119,119017,119017001,0,0,,,,{14}
199,10115593b01e1c979e0fa0b215d8810103d,0531c9fb581d,101593011c790f0b1588013d,1494278090000,119,119017,119017001,0,0,,,,{7}
